_GameID,_WhiteID,_BlackID,_OpeningCode,Rated,Game Time,Extra Time,Turns,Winner,Victory Status,White Rating,Black Rating,Initial Moves,Opening Moves,Opening Name,Opening Full Name,Opening Response,Opening Variation
172,isachess,maxpiz5,B40,True,5,5,80,Black,Resign,1848,1806,e4 c5,4,Sicilian Defense,Sicilian Defense: French Variation,"",French Variation
173,isachess,philiveykk,C00,True,15,0,44,Black,Resign,1860,1820,e4 e6,3,French Defense,French Defense: Knight Variation,"",Knight Variation
174,azcatdave,isachess,A45,True,10,0,40,Black,Out of Time,1854,1849,d4 Nf6,3,Paleface Attack,Paleface Attack,"",""
175,fikr,isachess,B50,True,10,0,105,White,Out of Time,1895,1859,e4 c5,4,Sicilian Defense,Sicilian Defense,"",""
176,isachess,samdooley,B31,True,15,0,50,Black,Resign,1866,1965,e4 c5,6,Sicilian Defense,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack |  Fianchetto Variation,"",Nyezhmetdinov-Rossolimo Attack
177,isachess,teguhmaster,B50,False,10,0,144,Draw,Out of Time,1866,1843,e4 c5,4,Sicilian Defense,Sicilian Defense,"",""
178,nf3isstrong,isachess,B18,False,10,0,81,Black,Resign,1835,1866,e4 c6,11,Caro-Kann Defense,Caro-Kann Defense: Classical Variation |  Flohr Variation,"",Classical Variation
179,isachess,dzigibau,C61,True,15,0,69,Black,Resign,1877,1860,e4 e5,6,Ruy Lopez,Ruy Lopez: Bird Variation,"",Bird Variation
180,edil1800,isachess,B90,True,7,8,77,White,Mate,1849,1874,e4 c5,11,Sicilian Defense,Sicilian Defense: Najdorf Variation |  Adams Attack,"",Najdorf Variation
181,humb,isachess,E10,True,6,6,158,Black,Mate,1835,1865,d4 Nf6,6,Blumenfeld Countergambit,Blumenfeld Countergambit #2,"",#2
182,isachess,claudiucojo,C55,True,15,5,107,Draw,Draw,1866,1835,e4 e5,7,Italian Game,"Italian Game: Two Knights Defense |  Modern Bishop's Opening","",Two Knights Defense
183,isachess,abikhoshnavaz,C78,True,15,0,117,White,Mate,1856,1829,e4 e5,12,Ruy Lopez,Ruy Lopez: Morphy Defense #2,"",Morphy Defense #2
184,isachess,sakkkakas,C70,True,10,0,44,White,Resign,1845,1846,e4 e5,8,Ruy Lopez,Ruy Lopez: Morphy Defense |  Classical Defense Deferred,"",Morphy Defense
185,seetripuu,isachess,B30,True,15,0,40,Black,Resign,1834,1835,e4 c5,4,Sicilian Defense,Sicilian Defense: Old Sicilian,"",Old Sicilian
186,seif22,isachess,B10,True,15,5,59,White,Resign,1846,1845,e4 c6,2,Caro-Kann Defense,Caro-Kann Defense,"",""
187,isachess,nicolo97,D06,False,10,0,110,Black,Resign,1845,1917,d4 d5,4,"Queen's Gambit","Queen's Gambit Refused: Marshall Defense",Refused,Marshall Defense
188,isachess,tajbo4,B01,True,15,0,30,Black,Resign,1858,1790,e4 d5,4,Scandinavian Defense,Scandinavian Defense: Mieses-Kotroc Variation,"",Mieses-Kotroc Variation
189,nespil,isachess,B30,True,10,0,54,Black,Resign,1871,1847,e4 c5,4,Sicilian Defense,Sicilian Defense: Old Sicilian,"",Old Sicilian
190,isachess,turix,C41,True,10,0,69,Black,Resign,1846,1869,e4 e5,5,Philidor Defense,Philidor Defense,"",""
191,sergeylobanov,isachess,B22,True,16,0,178,Black,Mate,1843,1836,e4 c5,3,Sicilian Defense,Sicilian Defense: Alapin Variation,"",Alapin Variation
192,clown_with_a_knife,isachess,B20,True,15,0,136,Black,Resign,1800,1826,e4 c5,2,Sicilian Defense,Sicilian Defense,"",""
193,taranga,whfo,B30,False,8,0,124,Black,Mate,1283,1267,e4 c5,5,Sicilian Defense,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,"",Nyezhmetdinov-Rossolimo Attack
194,phileasfrog,taranga,A00,True,10,4,96,Black,Resign,1290,1270,g3 e5,1,Hungarian Opening,Hungarian Opening,"",""
195,patrizio67,taranga,D00,True,12,0,53,White,Out of Time,1331,1281,d4 d5,4,"Queen's Pawn Game","Queen's Pawn Game #3","",#3
196,piroz_xucestih,taranga,A00,True,10,0,39,White,Mate,1304,1292,e3 e6,1,"Van't Kruijs Opening","Van't Kruijs Opening","",""
197,taranga,piroz_xucestih,C00,True,10,0,10,Black,Mate,1305,1293,e4 e6,3,French Defense,French Defense: Normal Variation,"",Normal Variation
198,lelik3310,taranga,C22,True,10,0,51,White,Mate,1308,1317,e4 e5,8,Center Game,Center Game: Berger Variation,"",Berger Variation
199,cesar1945,taranga,C54,True,15,0,18,Black,Resign,1296,1305,e4 e5,13,Italian Game,"Italian Game: Giuoco Piano |  Greco's Attack","",Giuoco Piano
200,marmoraka5,taranga,C50,False,30,0,106,Black,Mate,968,1305,e4 e5,8,Four Knights Game,Four Knights Game: Italian Variation,"",Italian Variation
201,taranga,vikrant_dalvi,C41,False,15,15,38,Black,Mate,1293,1466,e4 e5,5,Philidor Defense,Philidor Defense #3,"",#3
202,xapoh,taranga,C68,True,7,2,59,White,Mate,1500,1299,e4 e5,7,Ruy Lopez,Ruy Lopez: Exchange Variation,"",Exchange Variation
203,taranga,jamila1234,B12,True,7,2,111,White,Mate,1288,1232,e4 c6,3,Caro-Kann Defense,Caro-Kann Defense,"",""
204,taranga,hknight_chess,C77,True,7,2,28,Black,Resign,1289,2108,e4 e5,9,Ruy Lopez,Ruy Lopez: Morphy Defense |  Tarrasch Variation,"",Morphy Defense
205,blassterkal,taranga,C22,False,7,2,101,White,Out of Time,1431,1289,e4 e5,6,Center Game,Center Game: Normal Variation,"",Normal Variation
206,striker123,taranga,C45,False,7,2,15,White,Mate,1806,1289,e4 e5,7,Scotch Game,Scotch Game,"",""
207,taranga,yugesh_naidu,C41,False,7,2,42,White,Resign,1289,1311,e4 e5,5,Philidor Defense,Philidor Defense #3,"",#3
208,blassterkal,taranga,A40,False,7,2,118,Black,Resign,1431,1289,e3 e5,3,Englund Gambit,Englund Gambit Declined |  Reversed French,Declined,""
209,taranga,andreas636,C50,False,7,2,34,Black,Resign,1289,1484,e4 e5,6,Giuoco Piano,Giuoco Piano,"",""
210,taranga,armourbuddy,A42,False,7,2,60,Black,Resign,1289,1810,e4 c5,5,Sicilian Defense,Sicilian Defense: Hyperaccelerated Fianchetto,"",Hyperaccelerated Fianchetto
211,striker123,taranga,C44,False,7,2,66,Black,Resign,1806,1289,e4 e5,5,Scotch Game,Scotch Game,"",""
212,taranga,snapper,C41,False,5,8,21,White,Out of Time,1289,1500,e4 e5,5,Philidor Defense,Philidor Defense #3,"",#3
213,moon50,taranga,C70,True,15,1,73,White,Mate,1409,1297,e4 e5,8,Ruy Lopez,Ruy Lopez: Morphy Defense |  Caro Variation,"",Morphy Defense
214,taranga,moon50,C55,True,15,1,159,White,Mate,1280,1485,e4 e5,6,Italian Game,Italian Game: Anti-Fried Liver Defense,"",Anti-Fried Liver Defense
215,taranga,italiantranslator,B01,False,15,0,74,White,Resign,1280,1211,e4 d5,4,Scandinavian Defense,Scandinavian Defense: Mieses-Kotroc Variation,"",Mieses-Kotroc Variation
216,italiantranslator,taranga,A00,False,15,0,28,Black,Mate,1211,1280,h4 e5,3,Crab Opening,Crab Opening,"",""
217,taranga,naoufel,C41,True,10,0,112,Black,Mate,1281,1765,e4 e5,6,Philidor Defense,Philidor Defense #4,"",#4
218,taranga,moon50,C42,True,15,1,104,Black,Resign,1288,1454,e4 e5,4,"Petrov's Defense","Petrov's Defense","",""
219,moon50,taranga,D07,True,15,1,40,Black,Mate,1560,1270,d4 d5,5,"Queen's Gambit","Queen's Gambit Refused: Chigorin Defense #2",Refused,Chigorin Defense #2
220,taranga,moon50,B27,True,15,1,44,Black,Mate,1274,1534,e4 e5,4,Sicilian Defense,Sicilian Defense: Jalalabad Variation,"",Jalalabad Variation
221,taranga,moon50,C55,True,15,1,150,Draw,Draw,1259,1663,e4 e5,6,Italian Game,Italian Game: Anti-Fried Liver Defense,"",Anti-Fried Liver Defense
222,trotil45,taranga,D02,True,10,0,60,Black,Mate,1614,1238,d4 d5,5,"Queen's Pawn Game","Queen's Pawn Game: London System","",London System
223,taranga,hsanderr,C02,True,10,0,37,White,Mate,1221,1417,e4 e6,11,French Defense,French Defense: Advance Variation |  Milner-Barry Gambit,"",Advance Variation
224,taranga,madara21,B32,True,10,0,88,Black,Out of Time,1222,1732,e4 c5,7,Sicilian Defense,Sicilian Defense: Open #3,"",Open #3
225,hallowdance,taranga,C68,True,10,0,113,White,Mate,1232,1234,e4 e5,7,Ruy Lopez,Ruy Lopez: Exchange Variation,"",Exchange Variation
226,taranga,kingofchess2017,C42,True,20,5,55,White,Mate,1240,1219,e4 e5,8,Russian Game,Russian Game: Damiano Variation |  Kholmov Gambit,"",Damiano Variation
227,harrygz,dbschultz,A22,True,10,0,135,White,Mate,1590,1600,c4 e5,5,English Opening,English Opening: Carls-Bremen System,"",Carls-Bremen System
228,rinoooo,dbschultz,C50,True,10,0,137,Draw,Draw,1568,1617,e4 e5,5,Italian Game,Italian Game,"",""
229,dbschultz,nienkotter,C46,True,10,0,97,White,Out of Time,1500,1358,e4 e5,6,Four Knights Game,Four Knights Game,"",""
230,thegrim123321,robin512,B07,False,10,2,33,Black,Resign,1384,1325,e4 d6,2,Pirc Defense,Pirc Defense #4,"",#4
231,thegrim123321,jdominguez,A06,False,30,0,29,Black,Resign,1384,1265,Nf3 d5,3,Zukertort Opening,Zukertort Opening: Old Indian Attack,"",Old Indian Attack
232,thegrim123321,sam7neeee,A04,False,2,10,55,Black,Resign,1384,1950,Nf3 c5,2,Zukertort Opening,Zukertort Opening: Sicilian Invitation,"",Sicilian Invitation
233,thegrim123321,batatinhaazul,B01,True,20,10,91,White,Resign,1377,1249,e4 d5,4,Scandinavian Defense,Scandinavian Defense: Mieses-Kotroc Variation,"",Mieses-Kotroc Variation
234,kingestee33,thegrim123321,C20,True,9,0,53,White,Resign,1375,1389,e4 e5,4,"King's Pawn Game","King's Pawn Game: Wayward Queen Attack |  Kiddie Countergambit","",Wayward Queen Attack
235,thegrim123321,baconneggs,C41,True,10,2,49,White,Mate,1378,1361,e4 e5,5,Philidor Defense,Philidor Defense,"",""
236,deragon63,thegrim123321,B07,True,10,2,48,Black,Mate,1261,1371,e4 e5,4,"King's Pawn Game","King's Pawn Game: Maroczy Defense","",Maroczy Defense
237,thegrim123321,brainiac007,B30,True,10,9,20,Black,Resign,1380,1429,e4 c5,4,Sicilian Defense,Sicilian Defense: Old Sicilian,"",Old Sicilian
238,thegrim123321,danilo1961,C42,True,10,0,87,White,Mate,1369,1368,e4 e5,6,Russian Game,Russian Game: Damiano Variation,"",Damiano Variation
239,piechess97,thegrim123321,C77,True,10,0,11,White,Resign,1290,1371,e4 e5,9,Ruy Lopez,Ruy Lopez: Morphy Defense |  Mackenzie Variation,"",Morphy Defense
240,thegrim123321,merthy70,B00,True,15,3,110,Draw,Draw,1372,1326,e4 a6,2,St. George Defense,St. George Defense,"",""
241,thekingdomcome,thegrim123321,A00,True,6,7,24,White,Resign,1361,1383,e3 d5,1,"Van't Kruijs Opening","Van't Kruijs Opening","",""
242,rookreversal,thegrim123321,A22,True,15,15,23,White,Resign,1217,1399,c4 e5,4,English Opening,"English Opening: King's English Variation |  Two Knights Variation","","King's English Variation"
243,thegrim123321,ranie123,C60,True,15,30,81,White,Mate,1387,1447,e4 e5,5,Ruy Lopez,Ruy Lopez,"",""
244,arrigo,thegrim123321,B01,False,20,0,34,Black,Resign,1474,1387,e4 d5,2,Scandinavian Defense,Scandinavian Defense,"",""
245,thegrim123321,tecnoch,C41,True,15,2,103,White,Mate,1377,1351,Nf3 d6,4,Philidor Defense,Philidor Defense #2,"",#2
246,thegrim123321,dantesmontecristo,C40,True,30,10,29,Black,Resign,1389,1339,e4 e5,4,"King's Pawn Game","King's Pawn Game: McConnell Defense","",McConnell Defense
247,thegrim123321,gallosantoss,C41,False,30,15,22,Black,Resign,1389,1400,e4 e5,4,Philidor Defense,Philidor Defense #2,"",#2
248,morficle,thegrim123321,C44,False,10,0,38,White,Resign,1849,1389,e4 e5,5,Scotch Game,Scotch Game,"",""
249,annael88,thegrim123321,C50,True,8,0,46,Black,Mate,1395,1378,e4 e5,9,Italian Game,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation,"",Giuoco Pianissimo
250,thegrim123321,ziogasparo14,C61,True,5,5,23,White,Out of Time,1370,1257,e4 e5,6,Ruy Lopez,Ruy Lopez: Bird Variation,"",Bird Variation
251,thegrim123321,tcgil,B00,True,10,3,31,White,Resign,1360,1332,e4 Nc6,5,Nimzowitsch Defense,Nimzowitsch Defense: Lean Variation |  Colorado Counter Accepted,"",Lean Variation
252,andre94,thegrim123321,C21,False,10,0,51,White,Resign,1311,1360,e4 e5,4,"King's Pawn Game","King's Pawn Game: Beyer Gambit","",Beyer Gambit
253,lanas2007,thegrim123321,C64,False,20,0,87,White,Mate,1714,1360,e4 e5,6,Ruy Lopez,Ruy Lopez: Classical Variation,"",Classical Variation
254,thegrim123321,onafets26,C50,True,45,30,31,White,Mate,1354,1217,e4 e5,5,Italian Game,Italian Game,"",""
255,shivcool,thegrim123321,D20,True,15,15,38,Black,Resign,1245,1346,d4 d5,5,"Queen's Gambit","Queen's Gambit Accepted: Old Variation",Accepted,Old Variation
256,thegrim123321,batuhh,C55,False,10,4,43,White,Resign,1346,1099,e4 e5,6,Italian Game,Italian Game: Anti-Fried Liver Defense,"",Anti-Fried Liver Defense
257,thegrim123321,an73r05,A07,True,9,2,105,White,Resign,1336,1287,Nf3 d5,4,"King's Indian Attack","King's Indian Attack: Keres Variation #2","",Keres Variation #2
258,eideral,krishubhi,A10,False,10,0,87,White,Out of Time,1580,1555,c4 d5,2,English Opening,English Opening: Anglo-Scandinavian Defense,"",Anglo-Scandinavian Defense
259,krishubhi,eideral,B40,False,10,0,36,Black,Mate,1555,1580,e4 e6,6,Sicilian Defense,Sicilian Defense: Marshall Counterattack,"",Marshall Counterattack
260,myalcin64,eideral,C02,True,6,6,38,Black,Resign,1649,1547,e4 e6,6,French Defense,French Defense: Advance Variation #4,"",Advance Variation #4
261,tutubelezza,eideral,C00,True,8,0,110,Black,Resign,1426,1527,e4 e6,3,French Defense,French Defense: Knight Variation,"",Knight Variation
262,eideral,fva,C70,True,15,0,48,Black,Resign,1557,1547,e4 e5,8,Ruy Lopez,Ruy Lopez: Morphy Defense |  Caro Variation,"",Morphy Defense
263,eideral,maumau62,E20,False,5,8,95,White,Mate,1557,1607,d4 e6,5,Nimzo-Indian Defense,Nimzo-Indian Defense #2,"",#2
264,maumau62,eideral,A02,False,5,8,70,Black,Mate,1607,1557,f4 e6,1,Bird Opening,Bird Opening,"",""
265,eideral,arebest95,B32,False,10,0,42,White,Resign,1557,1632,e4 c5,7,Sicilian Defense,Sicilian Defense: Open #3,"",Open #3
266,au118,eideral,C58,True,10,3,177,White,Out of Time,1535,1609,e4 e5,11,Italian Game,Italian Game: Two Knights Defense |  Polerio Defense |  Bishop Check Line,"",Two Knights Defense
267,abel4865,eideral,A00,True,10,2,114,Black,Mate,1713,1558,g3 Nf6,2,Hungarian Opening,Hungarian Opening: Indian Defense,"",Indian Defense
268,eideral,abel4865,B00,True,10,2,57,White,Resign,1497,1730,e4 b6,2,Owen Defense,Owen Defense,"",""
269,tca1004,eideral,C50,True,7,3,57,White,Resign,1437,1552,e4 e5,5,Italian Game,Italian Game,"",""
270,pkgirpade,eideral,A03,False,10,0,82,Draw,Draw,1516,1552,f4 Nf6,2,Bird Opening,Bird Opening,"",""
271,eideral,atorius,B54,True,7,3,29,White,Mate,1513,1456,e4 c5,5,Sicilian Defense,Sicilian Defense,"",""
272,pablocas,eideral,C55,True,10,0,70,Black,Resign,1355,1478,e4 e5,7,Italian Game,"Italian Game: Two Knights Defense |  Modern Bishop's Opening","",Two Knights Defense
273,tabellaria,grubear,C55,True,10,0,97,White,Mate,1638,1614,e4 e5,6,Italian Game,Italian Game: Anti-Fried Liver Defense,"",Anti-Fried Liver Defense
274,tabellaria,rangelelbano,B12,True,6,5,99,White,Resign,1613,1934,e4 c6,11,Caro-Kann Defense,Caro-Kann Defense: Maroczy Variation |  Maroczy Gambit,"",Maroczy Variation
275,f2f,tabellaria,D03,False,10,0,74,Black,Resign,1865,1613,d4 d5,5,"Queen's Pawn Game","Queen's Pawn Game: Torre Attack","",Torre Attack
276,playforpleasure,tabellaria,D00,True,8,0,48,Black,Mate,1776,1587,d4 d5,2,"Queen's Pawn Game","Queen's Pawn Game","",""
277,tabellaria,mattieuw2,C10,True,15,0,77,White,Mate,1568,1593,e4 e6,6,French Defense,French Defense: Marshall Variation,"",Marshall Variation
278,mattieuw2,tabellaria,B01,True,15,0,80,Black,Resign,1605,1546,e4 d5,6,Scandinavian Defense,Scandinavian Defense: Icelandic-Palme Gambit,"",Icelandic-Palme Gambit
279,tabellaria,snowden,B00,True,8,0,35,White,Resign,1518,1709,e4 Nc6,5,Nimzowitsch Defense,Nimzowitsch Defense: Lean Variation |  Colorado Counter Accepted,"",Lean Variation
280,sombragris,tabellaria,D31,True,10,0,33,White,Resign,1728,1527,d4 d5,8,Semi-Slav Defense,Semi-Slav Defense: Noteboom Variation,"",Noteboom Variation
281,tabellaria,blackphish,B01,True,10,0,87,White,Mate,1515,1379,e4 d5,4,Scandinavian Defense,Scandinavian Defense: Mieses-Kotroc Variation,"",Mieses-Kotroc Variation
282,tabellaria,jabar72,B06,True,10,0,40,Black,Resign,1538,1501,e4 g6,4,Robatsch (Modern) Defense,Robatsch (Modern) Defense,"",""
283,jabar72,tabellaria,D30,True,10,0,54,Black,Resign,1511,1516,d4 d5,4,"Queen's Gambit","Queen's Gambit Declined",Declined,""
284,little---a,tabellaria,C69,True,10,0,67,Black,Resign,1464,1495,e4 e5,9,Ruy Lopez,Ruy Lopez: Exchange Variation |  Normal Variation,"",Exchange Variation
285,tabellaria,little---a,C40,True,10,0,21,White,Mate,1470,1475,e4 e5,4,"King's Pawn Game","King's Pawn Game: Damiano Defense","",Damiano Defense
286,pasch0s,tabellaria,C50,True,10,0,14,Black,Mate,1490,1440,e4 e5,6,Italian Game,Italian Game: Schilling-Kostic Gambit,"",Schilling-Kostic Gambit
287,nadanadora,xad55toque,D41,False,15,15,71,White,Resign,1611,1974,Nf3 Nf6,18,"Queen's Gambit","Queen's Gambit Declined: Semi-Tarrasch |  San Sebastian Variation",Declined,Semi-Tarrasch
288,nadanadora,xtreh,E20,True,10,0,72,Black,Out of Time,1611,1945,d4 d5,8,Nimzo-Indian Defense,Nimzo-Indian Defense: Ragozin Variation,"",Ragozin Variation
289,vpull9,nadanadora,A31,True,10,0,62,Black,Resign,1584,1611,Nf3 Nf6,5,English Opening,English Opening: Symmetrical Variation |  Anti-Benoni Variation,"",Symmetrical Variation
290,ramzaid,nadanadora,A00,True,10,0,48,Black,Resign,1942,1611,e3 d5,1,"Van't Kruijs Opening","Van't Kruijs Opening","",""
291,mejjes,nadanadora,C46,True,10,2,6,Black,Out of Time,1217,1611,e4 e5,6,Four Knights Game,Four Knights Game,"",""
292,nadanadora,qaisahleyorof,D46,True,20,0,69,Draw,Draw,1611,2059,d4 d5,12,Semi-Slav Defense,Semi-Slav Defense: Chigorin Defense,"",Chigorin Defense
293,nadanadora,googol100,B27,True,15,15,72,White,Resign,1611,1478,Nf3 c5,4,Sicilian Defense,Sicilian Defense: Quinteros Variation,"",Quinteros Variation
294,googol100,nadanadora,C44,True,15,15,40,Black,Mate,1486,1552,e4 e5,5,"King's Pawn Game","King's Pawn Game: Dresden Opening","",Dresden Opening
295,nadanadora,googol100,B06,True,15,15,29,White,Mate,1453,1496,e4 g6,2,Modern Defense,Modern Defense,"",""
296,nadanadora,gatorman,A40,True,15,15,44,White,Resign,1340,1326,d4 b6,2,English Defense,English Defense #2,"",#2
297,corvusossifragus,nadanadora,C00,True,10,0,59,White,Mate,1532,1500,e4 e6,3,French Defense,French Defense: Steinitz Attack,"",Steinitz Attack
298,doom12384,ramirorldn,C34,True,10,0,115,White,Resign,1560,1557,e4 e5,6,"King's Gambit","King's Gambit Accepted |  Fischer Defense",Accepted,""
299,doom12384,vektor-mw,A03,True,10,0,70,Black,Resign,1571,1577,f4 d5,2,Bird Opening,Bird Opening: Dutch Variation,"",Dutch Variation
300,doom12384,eze33,A03,True,10,0,36,Black,Resign,1580,1617,f4 Nf6,2,Bird Opening,Bird Opening,"",""
301,quarks_sparks,doom12384,C46,True,10,0,83,White,Resign,1531,1593,e4 e5,7,Four Knights Game,Four Knights Game: Gunsberg Variation,"",Gunsberg Variation
302,lagos16,doom12384,C48,True,10,0,99,Draw,Draw,1449,1597,e4 e5,9,Four Knights Game,Four Knights Game: Ranken Variation,"",Ranken Variation
303,pepe100,doom12384,C34,True,10,0,43,White,Resign,1743,1604,e4 e5,6,"King's Gambit","King's Gambit Accepted |  Schallopp Defense",Accepted,""
304,runmael,doom12384,C48,True,10,0,89,White,Resign,1604,1614,e4 e5,8,Four Knights Game,Four Knights Game: Spanish Variation |  Classical Variation,"",Spanish Variation
305,nitegazer,doom12384,D00,True,10,0,96,Black,Resign,1550,1605,d4 d5,3,"Queen's Pawn Game","Queen's Pawn Game: Mason Attack","",Mason Attack
306,pipppone,doom12384,C42,False,10,0,116,Black,Mate,1630,1605,e4 e5,8,"Petrov's Defense","Petrov's Defense #5","",#5
307,dimalesh,doom12384,A00,False,15,0,78,Black,Mate,1475,1605,g3 e5,1,Hungarian Opening,Hungarian Opening,"",""
308,doom12384,dimalesh,A02,False,15,0,77,White,Mate,1605,1475,f4 g6,1,Bird Opening,Bird Opening,"",""
309,dimalesh,doom12384,C20,False,15,0,70,Black,Mate,1475,1605,e4 e5,3,"King's Pawn Opening","King's Pawn Opening: 2.b3","",2.b3
310,augustbecarre,doom12384,C42,False,10,0,27,White,Resign,1570,1605,e4 e5,7,Russian Game,Russian Game: Cochrane Gambit,"",Cochrane Gambit
311,doom12384,jejeh,A02,False,10,0,102,Black,Resign,1605,1500,f4 Nc6,1,Bird Opening,Bird Opening,"",""
312,jejeh,doom12384,C47,False,10,0,21,White,Resign,1500,1605,e4 e5,9,Four Knights Game,Four Knights Game: Italian Variation |  Noa Gambit,"",Italian Variation
313,doom12384,jejeh,A02,False,10,0,33,White,Resign,1605,1500,f4 Nc6,1,Bird Opening,Bird Opening,"",""
314,raavi,doom12384,C42,False,10,0,74,Black,Resign,1513,1605,e4 e5,5,Russian Game,Russian Game: Urusov Gambit,"",Urusov Gambit
315,ernestillo,bwalmer,A00,True,25,5,65,White,Resign,1790,1874,b4 e5,1,Polish Opening,Polish Opening,"",""
316,bwalmer,ajaysharma261253,B24,True,25,5,81,White,Resign,1864,1805,e4 c5,5,Sicilian Defense,Sicilian Defense: Closed Variation |  Fianchetto Variation,"",Closed Variation
317,atilioss,bwalmer,A45,True,25,5,45,Black,Resign,1496,1861,d4 Nf6,3,Indian Game,Indian Game: Tartakower Attack,"",Tartakower Attack
318,bwalmer,yura_kudelia_12,C67,True,25,5,52,White,Resign,1851,1853,e4 e5,8,Ruy Lopez,Ruy Lopez: Berlin Defense |  Rio Gambit Accepted,"",Berlin Defense
319,spendius,bwalmer,B11,True,10,0,51,White,Resign,1861,1863,Nc3 c6,4,Caro-Kann Defense,Caro-Kann Defense,"",""
